"health","zerosugar","discount"
60.340619568753,0.671195533842002,0
16.6585197341455,0.0148371984820316,0
32.7712432476637,0.23039993762129,1
62.4490723892956,0.618760535656721,0
40.2454222301115,0.371618548943466,0
24.4289319060073,0.132657102544327,0
72.0658600775258,0.798550111171366,1
24.2054972598186,0.101302630723198,0
31.4933255531299,0.211136062958053,0
70.6391761367995,0.787983724224927,0
64.1030927523485,0.699286111952389,0
37.8624191582761,0.254404848142627,0
28.4871835992734,0.192486737463097,0
23.9775376210232,0.0985205632446031,0
45.8365169845969,0.41065123002131,0
27.2212576578971,0.163654071754909,0
59.8143025881168,0.683133979459853,0
23.0335307010128,0.071405960400173,0
39.8267916717781,0.363986401407696,0
77.5657061331363,0.780694027849664,0
25.9328701233906,0.107938063248536,0
49.8547737631199,0.52160807951067,1
63.6904516062422,0.625802765734057,0
59.6438990950502,0.694642328132769,0
49.1337984426257,0.519233134922918,1
56.9245606958171,0.56336511625754,0
46.1058621490836,0.451992536982352,0
22.6003246422164,0.0688684068563191,0
42.8354523430164,0.319025436676994,0
40.8214704892419,0.296896920727681,0
45.0394520287174,0.38621834848062,0
55.1676640709687,0.542817293429079,1
43.3938817824199,0.3553023291097,0
50.7116838394986,0.462068851882586,0
67.9870890319139,0.752643947161308,0
29.5462124988524,0.20384480767527,0
59.8855177387885,0.562911998349366,0
62.1563989659316,0.697503266770724,1
74.1967478576247,0.761159114406637,0
55.2639085684003,0.630524610708575,0
58.0075672476152,0.570804124339326,0
37.8950921301823,0.329596571381977,0
28.9253919974471,0.219463653404999,1
48.2892310626295,0.442109932923886,1
63.2839157967305,0.757765760410527,0
71.7398326432338,0.708483091789424,1
25.9708518019892,0.14261913017713,0
18.9625905879428,0.0295087354026147,0
26.3034119735259,0.123524822299272,0
46.1799961152536,0.402584429078762,0
68.0618235881624,0.743567466393725,0
47.3393558308561,0.381742891005665,0
39.1491592266698,0.36731427437862,0
28.0055959266757,0.140333636741094,0
35.4034028191044,0.254347689569693,0
49.6605321891561,0.484185960430892,0
29.7358372050059,0.147789180671084,0
70.908835773221,0.722779935278541,1
23.1996146019211,0.108037034641748,0
52.7718596175203,0.446627529678404,0
33.7470967672811,0.227013233221019,1
30.7080556161902,0.226841018683132,0
39.7074244406393,0.298357506522755,0
33.5634357519661,0.283510082145211,0
57.6205881998899,0.62243858803296,0
44.360531949748,0.346776591993338,0
26.8672282072056,0.152740711284889,0
24.797267920612,0.126622698334929,0
31.9368232022282,0.230461824345044,0
50.4468208523533,0.518852637343373,1
58.6747884383765,0.532715402996478,1
38.9758429633903,0.268518052662139,1
49.355167104792,0.442501752825586,0
61.5748550659704,0.689907875017503,0
32.5155802126085,0.265592783244176,0
55.1057662443417,0.506020043343437,1
38.5228670869092,0.288620981361135,0
34.0923664407569,0.274652598453784,1
57.6731601948359,0.67042300067578,0
38.3977104911612,0.31046800047968,1
61.476846137085,0.622919209977303,0
32.6131215342153,0.216570225139962,1
54.0916243140672,0.532331306559038,0
68.4422446596559,0.754226967551068,1
15.9973643240322,0.00447190642256123,0
52.8658020702645,0.556698311932194,0
61.0278634978122,0.595039517619336,0
51.7790644852088,0.471600074451466,0
70.5077721301824,0.818316196967424,1
65.0728548681038,0.753342168991336,1
32.2448972742468,0.195589401518494,0
54.5346023863516,0.471902800174092,0
22.3712917966598,0.0552369703060004,0
42.5221576360335,0.374868571029001,0
35.1850001703366,0.222296617458731,0
53.9891548692786,0.48705864080958,0
18.2158540322521,0.0408006780948923,0
44.3224662477707,0.381028106324794,0
16.7559963168973,0,0
66.7866287150319,0.678922293320093,0
23.752776786595,0.110578517947201,0
63.5873115855872,0.636135273490348,0
22.6554687382249,0.102443247575415,0
63.036774050547,0.71168163418475,0
52.5436905541002,0.562679473511478,0
74.3211300728657,0.788081474523713,0
55.5579886281699,0.622277843155276,0
72.5485555018201,0.719824507685386,0
39.298880020963,0.374885779328807,0
17.8096802784797,0.0149183569105413,0
36.0197806478698,0.310870730381086,0
21.7376713190346,0.0871288301164238,0
45.7026238301896,0.410283827003487,0
52.7543701316194,0.480106967983745,0
34.6691283933619,0.263260988312727,0
34.7728223728997,0.23510888807023,0
57.9935714060696,0.641460773842495,0
67.2946996502202,0.746336539926237,0
22.4980450350336,0.105526361421663,0
49.1911399287801,0.422221003908151,0
47.7832550391816,0.403038597587524,0
18.9192688807641,0.0497164940963544,0
72.5097440852799,0.785189347389968,0
44.364819946308,0.461121378779378,0
64.9190165091962,0.60280821167234,0
58.8714896503479,0.52432427295057,0
39.8607034936507,0.387132208116637,1
50.7006434460187,0.528238268706217,1
58.0594270712693,0.653758344656834,0
47.1629681636267,0.460568857734558,0
69.0253528015694,0.65886381066549,0
62.9815144134091,0.63348898009666,1
65.3567456448078,0.615953747318486,0
53.60200828193,0.531728975617882,1
37.8998572591893,0.255487400731748,0
18.3092374825529,0.0179556826102947,0
25.1707281067875,0.138777748251552,0
25.1035167939364,0.158310094203028,0
70.7783394237185,0.778854368705503,0
56.3311934575466,0.60387728796534,0
60.4829759299957,0.707573734535276,0
37.6474435349392,0.352268862396995,0
47.8450561562465,0.494890879018006,0
41.0589724347071,0.367562919007458,0
68.2368738862683,0.786731400855389,0
70.0186418682262,0.81888745821693,1
68.3910209118972,0.709619974135636,0
57.5448173121238,0.633565068975845,0
55.0545259301114,0.593192026776272,0
30.4895601746462,0.220236263657592,0
63.4084663770392,0.613029425793978,0
56.043709644025,0.557580224832354,0
34.3623424015978,0.259104987664197,1
62.266531855428,0.597552909964048,0
57.2508815251757,0.639598317076421,0
59.0307918834957,0.530981338025468,0
69.8353725397657,0.700388061063442,0
56.9545205508744,0.519521761981554,0
41.4489983352528,0.332524488216315,0
20.0996599587367,0.0328069611196411,0
46.5239975509466,0.37802700393647,0
54.9646981220475,0.628315394796714,1
55.2928878824893,0.608382509967062,0
39.5743785653164,0.339882693161571,1
22.4417215856028,0.0727980059914579,0
63.9964358915158,0.677045478246398,1
21.2489568390709,0.0981404740286134,0
29.306569468957,0.164705160854564,0
64.0482892293363,0.699757932829246,0
57.6429725254429,0.557153515728843,0
51.9764246524799,0.43616529926671,0
38.8160733723304,0.310443057697939,0
62.7334829430057,0.591384644001839,0
33.3812920120302,0.214223974534532,0
68.5414603354289,0.709844921801568,0
61.6297140529762,0.73502475029457,0
32.4618273688895,0.228457575901889,0
39.5350200803431,0.344072207147175,0
31.1779559023104,0.218678688530208,0
21.0965592625409,0.0575927350278457,0
20.3530191935847,0.0421768939028186,0
22.5950063324307,0.0802491947655833,0
75.6179471033973,0.819043042864228,1
52.4011866644605,0.588257676824718,0
22.4644437084925,0.0778469627229927,0
18.467259655846,0.00578190320787475,0
60.498076201611,0.642385585083944,0
67.7303437210941,0.669157881865034,1
52.3222340245786,0.559296304888249,0
17.777583291032,0.0411487493896454,0
66.3517289301354,0.753290545175011,1
25.0209074578813,0.151854134360508,0
23.7314360748628,0.136292157793691,0
46.5335108500587,0.495366977553529,0
48.3100476292686,0.487229727137636,1
62.6238979201461,0.586650758576901,0
41.4577623860639,0.402599862412593,0
21.7285916608274,0.101278311168333,0
51.2622063527909,0.464488374577428,0
60.2477100831918,0.583640430473787,0
31.2152023847115,0.216343488763973,0
63.679768821713,0.632908061239538,1
38.0696255853848,0.285330662225847,0
59.788883656461,0.589533643936195,0
44.6797701744002,0.432043428870309,1
28.212399536769,0.155496324207461,0
51.7853844292358,0.520832184161133,0
55.8561859748145,0.567529722269785,1
56.688008302198,0.59168409209713,1
70.7959583208752,0.725872732502557,1
18.5759181815577,0.037224223426592,0
53.5922053531332,0.539522361884573,0
34.3393818341774,0.292515464180984,1
33.6056052661402,0.21776781371283,0
35.8648467284539,0.25535629451791,0
43.6721878386964,0.343965443270512,0
49.5056569443849,0.539998399169297,0
46.545634091612,0.433631900132963,0
16.2371568769825,0.019168451969493,0
41.7824671067388,0.357588055784296,0
58.4362057183775,0.623487860710306,0
59.2365194320352,0.684014596009271,0
59.2963693520088,0.565167955455207,0
23.2806765852686,0.103990847972908,0
35.7685814518349,0.313693367550183,0
21.6273675686148,0.0780044243337863,0
37.5646867228144,0.290180348634597,0
22.8984290102731,0.0951825831449595,0
43.5807913972555,0.361754519973967,0
48.2923108267956,0.389407747588298,0
19.2133770805031,0.0298579600050867,0
46.9632208743651,0.457135900802166,0
41.1898033914263,0.356490829520638,0
56.8714636081198,0.603794032817422,0
35.0971726961049,0.26858241724213,1
52.3575055832386,0.508825728681773,0
47.4943981994445,0.478863705810846,0
53.5656177588405,0.500799414703802,0
49.3662260556645,0.41027292660223,0
66.6605912776179,0.658807652086538,0
18.2371092667726,0.0221220059978258,0
34.8418656701806,0.217779773491466,1
37.169031935783,0.276583684424047,0
20.0040361135502,0.0670609208145335,0
41.1155009215319,0.394698669810526,0
48.9916192592226,0.474551790395622,0
43.3451626321962,0.425813837936335,0
31.6700679462538,0.222745515784454,0
55.8307251264212,0.59930192819708,0
22.4933182181253,0.114679476648714,0
37.7407671720806,0.277294005826454,0
52.1976433770989,0.555666784432842,1
31.9718327283367,0.19898563803694,0
60.1373053620191,0.620942199652216,0
66.035702490134,0.724005324543122,0
