"fte","rate","years","female"
13.5116397473589,33.9519190420066,6.3811929013043,0
27.8099031652705,44.4565049809946,13.5079670345579,0
14.8412469620087,40.6967964132801,28.6921373016753,0
15.1878199910507,37.4390952869258,12.6569481944925,0
24.3583891857245,45.6339722810894,11.3821689137844,0
24.3167968605339,34.3587951792896,12.4405424519714,0
13.2132372852841,45.5175965980942,17.0999584407307,0
11.3567748232865,35.3528046553853,16.5368595367802,1
17.6151951822318,32.6634217431994,24.4372092752153,0
24.0623098702694,39.4087023236061,17.7208080687924,1
25.8143978578052,39.0146060708755,2.38075864822781,0
14.8740317098174,30.6373759277818,7.73116010323338,1
20.4922545173943,42.698000619655,1,0
29.2904930282384,40.4830167127582,6.88724178319399,0
26.6681156972576,39.271074165512,9.18932192877628,0
18.6984015402883,51.0879119776401,18.4299430920444,0
15.5388112404907,34.8819370539189,22.0805087863469,0
22.7767169382423,33.9341501111153,17.8793963462938,0
26.9273876522173,40.7346164210668,27.8713316618537,0
25.0067495264907,27.3749802213672,1,0
13.3509467089833,34.6777663083238,7.78677153761214,0
23.0949103789272,21.5460853630606,28.3035202837527,0
27.4374738639907,31.4737036226992,23.4005671279131,0
25.4684884135003,47.9294532741225,18.5543809643107,1
19.2127712567681,41.4215752631354,24.9403253340063,1
20.5973381324605,29.9398999257517,1,0
21.9641418755843,34.7631965404536,18.5340294289308,0
28.8885723226958,46.0003348850601,13.1809093894681,1
29.3652311546723,46.3821629425323,17.7339624875235,0
21.3805057667196,33.5085798817015,5.04975862715173,1
29.6246455331538,51.1914579704339,35.2333739131707,0
18.3209709533838,56.0196906955584,30.026095302158,0
18.9606203957622,30.6079181961759,13.448986734558,0
27.7826313027853,40.8631611158774,1.39924005994658,0
18.946393827761,38.9246262954131,7.66347259125769,0
17.8045955508683,29.2646866437529,14.0008577652836,0
12.3591217564526,40.2563239125619,27.6516960820338,0
16.2779644800161,34.9322382453545,1,0
17.9637424255564,28.6552898886296,10.2639615744833,0
29.1698216261263,56.8262081441575,12.6146593632097,0
11.3365943565703,41.3201727613562,26.251649643084,0
22.2736845688513,41.8089646236144,32.2772568443788,0
17.5945262581843,39.1836981259897,15.2002763730359,0
23.5054092457741,38.393785867943,19.2622984827974,0
27.9289903380198,49.4029336892494,13.6022379146493,1
22.5520789853299,48.1277536093426,1,0
18.5807915797815,42.3634671753031,10.5686654993949,0
14.2162199003441,42.5022730504306,8.58485055518395,0
29.55454925063,56.789586229441,22.9358852946957,0
14.6833273246647,37.7576044872619,12.0736401029233,0
17.8013549826712,46.6633178480725,24.9230386352519,0
22.2496216861214,43.4796717678857,2.79037991578139,0
24.4189047643696,32.4264794557156,16.2711798036387,0
12.9878851722057,41.9517876671218,21.9569175059789,0
26.3230824615719,46.8505440370624,1,0
28.5900428476214,40.6030974416719,23.2794291229882,1
12.6576590724289,32.4999733328255,12.8484802961518,1
14.7118350118399,42.3712491554797,11.1803873338956,0
27.8856029673434,48.5115768382206,11.908478867517,1
18.0308702729191,49.4788985048386,18.125142369458,1
12.0116739898959,30.9179375773192,27.1334571105081,0
29.352757711964,51.877763226366,19.5836513835307,0
18.9457963146503,42.9372241051389,20.8383855212066,0
16.3057282778591,43.8236839369895,3.96139001368124,0
24.6695315471811,31.9667619530241,11.065024296005,0
14.2437998840713,33.4450745865369,19.9712676020079,0
26.3185052810858,44.683673229545,27.4003597820981,0
28.4186816896706,55.6041702295668,10.3637513197241,1
13.7836212828062,35.498134587998,12.7523808468125,0
10.8364590564948,28.4642212657971,3.6647819957368,0
24.6417030636581,38.164246923618,10.2100241341277,0
22.0584042605689,25.5693802384033,26.7999107716676,0
26.7000221681128,38.77836816198,16.9801996215597,1
19.9293997231871,54.5131461009011,21.72452361199,0
20.1425391669335,22.956788480818,19.0763931386368,0
12.5354666463463,37.2515762958618,19.3157573961114,0
14.9488389304491,35.9886406371609,14.7900642446687,0
17.7819330431077,44.1084461457298,16.3060763555929,0
15.6684688043783,48.1921373764004,8.28786119071356,0
20.6099503406094,35.6902353011084,18.4705746580412,1
23.7722632001809,23.638411153081,16.6056274370405,0
14.8058402721852,41.1261806130476,42.213724979503,0
22.308567725122,34.4805419046863,37.6402824545098,0
14.0647355812136,35.5837714322152,26.1982983001276,0
23.0543418157243,43.2544868164138,2.27731312934816,1
27.5707022319647,35.0394138056596,28.6467028393556,0
20.5174998814052,18.5304628055903,36.8027723406499,0
21.1824548572442,35.2006173164592,25.7365238480022,0
25.3939012319039,42.1197449562483,30.8147854574654,0
21.1655492296383,34.5773890579487,27.2702599901227,0
16.4423990096972,39.6371995318499,11.1100485474103,0
19.4626691937447,39.1357272736111,23.7138881465162,0
28.4949306994439,43.9571870993451,1.32787484683831,0
11.6635045067228,33.5173895151103,8.57076987673804,0
11.2518664441337,39.5353376492048,15.6658931070947,0
23.702315865676,38.9594781655766,4.87696001972586,0
25.1882732955713,34.0341557854385,7.43629299646682,1
22.8089885253511,43.0969613019992,16.5619633863614,0
20.8081903444341,37.509963065853,1,0
17.6452329365851,37.9384746296077,14.9287836200961,0
28.6991531219909,51.8265452192437,22.29981252945,0
12.9861651517373,32.114969579788,16.4029462132223,0
11.9784059217951,41.4941543628071,17.9393817444789,0
