"fte","rate","years","female"
25.181835469803,38.7051755093143,27.4161576300824,0
19.8152457446056,34.9123329340403,14.1095429964339,1
22.4799508451435,30.0416271569839,27.9679000488388,0
16.9905225512701,30.9612167410823,9.99384393204696,1
28.0499964934098,52.0895884636554,5.87540999281691,0
21.5686226159566,24.8490625921142,15.1456079934037,0
25.7949274296605,48.5710474211315,13.5693924778839,1
27.3571172758028,37.5614711920874,16.0368373288939,0
23.1056072160286,40.2548444358175,28.10803751349,0
23.6880098955722,39.8250012664801,19.4776876607893,0
25.3546265849038,40.0229716945697,13.9536004087463,0
25.3442941004705,38.6850592454043,3.30745564400127,0
24.6442370088583,47.3069211228791,22.5273767488184,1
23.0160304462144,42.265402099007,34.5937878295763,0
26.5458993279426,50.0866484677018,25.2053787423838,0
19.8597220072437,38.4939239291036,18.0127781836547,0
18.4969023844608,48.9439376699301,14.3579285247549,1
21.6229389590952,27.0691684318327,21.0105478420742,0
15.0435292150072,38.4943502748551,1,0
21.848949024061,36.358870289256,26.3987501614283,0
27.6943018451707,46.4191366114128,17.084030050718,0
28.6438619731868,46.5535028878916,8.07314820836405,0
26.4225632902364,32.2914729751614,17.4190160521764,0
22.7251582937459,31.9792949403747,13.1993142630288,1
20.2523620394848,24.5768170614023,12.6743722109113,0
15.6443070582934,40.5820718320088,18.2790864813076,0
26.378288753767,36.2444401489129,18.6104728499631,0
21.4459740185254,24.979639627195,1,0
17.4001458633458,35.1587140876133,12.4949173420405,0
26.2018385222519,49.1558665113665,1.94706707697742,0
16.1046368953931,39.7125616863419,24.5206756507748,1
27.5266997074149,50.299778613032,6.4883538236561,0
21.4539864125661,24.1376012153597,36.8866306403734,0
24.7367299627513,49.3387523310914,1,0
26.1524282038958,50.8526892082862,13.223578663152,0
10.1377093282811,33.1556784761841,7.10221306489666,0
19.1183736519236,47.3776363595867,14.4371707899043,0
25.0035881718002,47.1925391070614,32.2831908879086,0
23.1534051853261,46.9266506745765,25.2930725051344,0
20.367563715596,30.7846176765636,35.9190967345187,0
20.1452875221964,35.1691649440016,13.33036197261,0
15.5095056112492,40.572578068767,47.9348457751448,1
22.737084499829,29.529800079561,15.671411317956,0
21.6229045176418,32.5283117654732,13.5029727750873,0
19.490394299465,54.4300967182737,12.467509072414,0
28.5241826061551,42.4001447342644,26.9718826674302,0
12.9688244702102,30.6563690138,5.46158316548576,0
24.6928276279306,37.4040389441288,8.0616640171022,0
29.909513837306,37.2286063774155,15.469224330199,0
18.0746537024656,43.2032470631089,15.3812140735558,1
25.3650890928138,37.1217768108179,24.6961439767922,0
26.7141781953935,35.1123700911163,18.2886476178405,0
28.3621006246939,38.7077483070885,24.0258306638757,1
29.3007060074885,46.1643655555867,12.2448663155703,1
23.8881347413891,42.4270118322969,15.0639508367738,1
29.9341267748114,47.3297949569206,19.6343902088804,0
19.573216737224,44.4531660819776,12.1185689872616,1
21.3889994275366,23.5630027587346,34.9070142767505,0
27.243134011513,29.3689685503322,26.6988227881277,0
22.8898066550504,26.1917038283083,15.1678904960258,0
15.9429774227683,36.8439181281031,17.1221876116072,0
24.0891260194504,43.7856216051067,23.4083652688196,0
15.1725319317863,28.1756409000225,23.1942235558599,0
28.1337357377191,46.5350485221309,16.9319809024064,0
29.9150804116398,57.5555474646652,43.215237968715,0
27.3385543541248,47.6774692094969,26.7923593819201,0
16.9063539578204,36.0111194249588,35.1058738828897,1
20.6927822353222,27.2769204953839,38.4477549240646,0
15.6448423948382,25.7145644576496,16.517947671261,0
15.5286034962821,43.5464352347888,2.05100826219632,1
26.8360833494707,39.6964171364369,13.9848608474551,0
10.9264891490267,38.5243514242762,10.9883429707631,0
11.8894811617903,40.9012985269063,2.21675407374005,0
26.056796502644,46.9977538803002,28.392884443065,0
28.1664309918638,41.91330491715,18.4539878793291,0
12.5653907359583,35.6570584338374,1,0
21.5271578529907,26.9459319153079,8.52396809096786,0
16.0947135925465,38.7350807184302,13.4904879849987,0
10.4125292944178,28.3612649084106,4.29540083363145,0
14.846789698868,37.2455322316189,11.7915308168588,0
26.4504769730768,42.7299231318945,26.2683987509915,0
25.8635190291518,41.2653404412479,26.57009085506,0
17.7197206701792,37.3870801859291,33.1276347003272,0
27.0080995218234,37.0032682198123,27.1201306296998,0
11.1985650002927,36.5427783704523,9.08022978490817,0
