"fte","rate","years","female"
26.4962887182587,31.3860932323337,22.8699137699505,0
27.418658448955,50.5536484699998,15.8338680648601,0
24.6525468888882,36.8365546906506,17.4385233985445,0
14.0174663565042,39.7029560877713,22.1208472279391,0
20.5264987026787,44.7368330249301,1,0
18.2082661129751,48.5926451315821,19.865989431662,0
16.907795668816,52.7154988890028,11.2977019024256,0
29.2427110181624,51.1794098364462,8.94435720871797,0
18.0245959730087,42.7197409058726,15.589703084456,0
23.0041140864348,43.4835692843286,5.97661759319499,0
27.3720749269879,50.7456791345961,8.23148481971111,1
28.3430826234608,50.7492518225975,21.1075139164482,0
28.0764794185984,45.5084627696278,28.1507828409201,1
17.1125665345931,33.6237398329154,27.307556972168,1
22.9013814172228,38.9701645352617,21.7692321181821,0
12.2006775571558,36.2812757645593,27.4142013074465,0
10.4899152842255,34.795824615639,12.733432212586,0
23.8787076340386,38.2248194681862,7.45446549521625,0
29.4772453750333,35.6995353914493,12.9295494642149,0
29.583478788703,54.9705672049539,15.9820838196515,0
29.0970271719382,41.9752799603708,29.3776314366728,0
28.7108843535436,39.4424844622009,10.5425186269199,0
17.7573842518763,50.0454534664778,25.611218048914,0
28.5935608650236,45.6989344003497,15.1015547313734,0
24.4502673353553,48.4754951823979,1,0
17.1410216904794,53.076535144323,23.299512563003,0
29.2201534294652,57.55377300988,1,1
21.2426311490698,25.9749146914358,33.412052930214,0
28.0708264476924,34.6844586246631,1,0
15.630038262642,36.9227314041998,34.7636641382251,0
27.6601745587543,44.5315593045259,17.7140864154539,1
27.3043875591492,46.5789339908971,24.2465379380192,0
29.0396979887629,39.3533128646831,7.3295186278051,0
15.3222663829933,46.2772683878445,8.18621466145191,0
22.221229363836,23.8885697882688,22.6823827314083,0
21.4451896170174,33.5898589587264,1,0
24.6511964891177,35.0974486105034,16.3703656684704,0
14.0091168330463,39.1619734882978,33.0590535949177,0
15.5167056449865,52.7240195741135,30.5860512010061,0
28.5422211855653,45.9852460698598,22.6262789132231,1
16.18773617514,46.4708863044555,24.676352655551,0
24.6723077340376,37.1271505548054,37.3826270398729,0
17.9794138971996,44.1083659794654,9.20808272734757,0
23.6387781225682,45.9736515401677,17.6094347933349,0
10.1788064893555,46.1134500766974,20.6722108297474,0
22.9786509411869,49.092366173121,16.668747892119,0
20.2839646169399,35.3724385835521,10.5059787279342,0
24.3344335326335,31.0756984703288,34.4596635327368,0
23.2242224668725,47.6891985383111,15.9867831850192,0
10.9964413590442,27.9450373495221,22.5792079409807,0
