"fte","rate","years","female"
10.3479569347371,30.441405649978,48.6163778129853,0
19.4989260036542,39.0261523823678,24.1357807635759,0
22.4313539835975,35.0793991735549,4.85665171740311,0
24.3112316965248,45.9609599731598,7.11346079051418,0
17.8570587053708,49.0868786132353,27.1048371564164,0
21.8766819675252,29.240268961303,17.8316522645414,0
15.5834563048691,30.7137917148098,24.5090964284639,0
25.6139734700265,40.4365073110154,31.9746261365085,0
14.2162063502746,37.4620307621941,17.596678898462,0
10.9895173220117,35.4246702091965,16.2909477313592,0
22.8591565655918,47.87974885356,5.44160461691263,0
17.8753760457039,50.772161407717,32.490345696076,1
28.8122847799092,49.3284765576129,15.9482127522163,0
12.7628513555937,33.8815608544789,1.94702305886312,0
27.254507533069,46.0676249769719,25.2928358701681,0
29.4717651594825,50.2670319405278,19.6800930400241,1
25.1819653607087,34.4493942130023,1,0
22.0138357337887,23.083742155962,18.3122778437801,1
17.4769167389668,28.8192360510202,4.97340736612159,0
28.0349063332089,42.5278461373012,20.8487808440075,0
21.5260742158566,24.0816944765529,1,0
27.3586273352179,33.8044975365759,29.3190433240438,0
23.9766567953372,33.7391062020154,6.00895631956564,0
28.1888202450981,44.9145419252564,9.57619754893631,1
22.2898598990766,37.3131211070958,20.1929685710911,0
11.4727190468873,42.5008094117065,26.9367449874526,1
13.189456618764,35.8281423366629,20.7584147779273,1
26.0238428796539,33.1502628679902,9.10520526548044,0
21.3603810092156,23.1505828859531,9.80096462288702,0
25.6984218970386,49.2086154671371,33.3894409833727,0
18.9372910151468,48.5493111205118,10.4437298019293,0
25.9485571872717,40.5217142583167,11.4417750848045,0
13.764252223053,28.2811985850269,15.8144202595663,1
12.1678650331053,40.5004915468853,1,0
25.2442158651443,43.2800994389685,28.8470241683981,0
22.6399892549501,38.4393574232546,28.4458953450085,0
29.834195861707,58.2789219037109,6.58015761055231,0
26.9429908459314,28.2335153822524,24.5085726883265,0
21.7735947934471,40.3611833692804,16.984704712959,0
19.0418191999197,37.9638764947168,7.71351763475172,0
19.849875006146,36.7647491753778,1,0
17.4779848540251,42.5904184346856,33.2964161098594,0
