"rates","employment","years","pool"
290.67226848667,0.517843763847366,16.2372138828243,0
252.681907380331,0.433215960740272,13.5427524605477,0
275.002667730598,0.460366247025357,6.16231834502992,0
279.808438118837,0.486152044224321,13.2281848759951,0
228.782156306231,0.363962000289872,16.6143324934271,0
289.317064128389,0.487055988353744,2.80489511134692,0
298.151270627279,0.507336032791447,20.8785926523922,0
166.207869387448,0.35049350378929,15.7452958020242,0
200.378523820298,0.210716967059544,0,0
220.468623470515,0.391623671210836,12.5315937498849,0
260.600421166921,0.485630525186241,5.461066027367,0
261.114262422847,0.446860609903639,30.3821739292575,0
141.244325266037,0.378492393060636,10.0242595780658,1
113.204473693879,0.264426897755879,0.332692757876202,0
161.30136261714,0.383748481212013,17.0671506576552,0
179.030240407068,0.377624206178884,34.5994652162981,0
133.031203214539,0.313617095836688,23.9451775090795,0
265.757586411625,0.397781879815928,32.9457146621157,0
298.351102527239,0.514481537914728,18.107451255901,0
288.935915393099,0.5166437928326,15.78094585698,0
231.143561858964,0.32522298153778,21.6157046528569,1
153.855405237736,0.294342753144492,13.4755861652516,0
163.220559461073,0.313394867770973,30.2635672277368,0
292.89644475554,0.533065640469849,13.1846149896637,1
272.788021857114,0.481797520799824,19.720842199182,0
116.163490393662,0.252411697375903,22.2315025680634,0
179.404559253081,0.395742411019978,31.4512973947349,1
179.799843974254,0.368459420247764,28.1236023041427,0
257.563352317092,0.456292950266209,24.4217777888405,0
234.18319247907,0.369823916157011,13.7193076921981,0
241.014519969988,0.35929982033668,22.1599877813403,0
192.871827857494,0.447402000247493,13.9548344967768,1
179.053092383963,0.339886895345523,20.774450714797,1
132.725651756836,0.319349715967241,13.5023927605573,0
118.427606478411,0.189638804831701,24.7789907913937,0
140.409609582275,0.235906922862472,13.492167424032,0
295.224397663104,0.501009014599878,21.3731921939348,0
262.821273133159,0.429832821996319,21.6812335501209,1
298.147617522247,0.556473127686149,26.0389071987674,0
192.564998701167,0.358962127966994,4.26355828011833,0
160.10704067492,0.299347303646218,27.3571952271859,0
