"fte","rate","years","female"
29.4122756963796,37.4490090655226,1,1
10.6974966538123,27.385034053391,1,1
14.1543775703758,31.0494413960086,1,1
21.8287091697231,22.4337594580803,15.388672422115,0
27.2341942159735,44.725742527646,18.1362586047596,0
23.1989578439291,49.2089313632126,19.351055761337,0
18.2043865140973,49.5373336212488,1,0
18.398769585088,30.9489956353273,17.9130644268421,0
17.5771186237117,54.3384843277994,7.08081568127318,0
20.1440183792623,31.4710762867426,22.4651605516096,0
29.0784639436532,57.9989236857508,17.6744899645935,0
26.4827159146478,38.1732501508324,9.43241126304952,0
22.3440018013209,35.3934105819035,4.50423255794635,1
25.6953547809651,40.331898064741,20.8028757099553,1
21.1497373063671,42.4393221612597,9.76907599462743,0
28.5017886486362,55.1191113330154,1,0
15.9661072921188,36.6486835308748,1,0
22.1402500861181,32.2958733396771,17.601614642097,1
29.0695561237744,48.4262816357581,30.1211098860897,1
20.3943467484391,20.3326363021832,6.29908118434423,0
18.7214569468051,45.9070047920022,9.91655982672705,1
12.8318613864632,30.2634631739915,28.4452092323841,0
20.3094370992353,27.1473017543032,1,0
20.8962787442719,39.6859345672811,10.1401744160962,1
17.7893053926528,33.7555426562461,13.5084069141187,0
20.0389039815785,32.0521790535684,4.36999174136713,0
10.2458242825172,35.8152595240172,7.59979608437357,1
20.9793399088085,35.0747466145123,10.728583345501,0
16.3335794268576,39.1362113411736,19.3807484873805,0
23.5286064166576,38.9681435606434,8.2413390834065,0
27.4862323055411,51.6761747792673,29.1984561419067,1
13.5802908428013,47.5782129715614,31.1046068803053,1
12.8342839569788,39.5709015555012,23.3705861983694,0
28.7883291763526,38.1211835261661,7.39790166258786,0
17.9092925810964,42.8904544233686,3.73398171059671,0
21.9283676706254,42.8638399075509,15.6990627643052,0
19.0309026888237,31.7691379368067,7.14325661338421,0
19.6178856110218,49.2864048109458,15.0142309044138,0
21.4672812968947,33.6488058409445,22.5328137287884,0
10.6562449541498,35.3866417274213,19.5184799459244,0
10.9332102798763,35.1888590345827,11.1888084995726,0
23.8791406741626,43.1551427376135,24.5414109420453,0
