"salary","domvio","counsel"
70104.4679933879,1.50066457362846,0
96873.9829538631,2.04216967709363,0
101549.288682842,2.26491530193016,0
114888.210254215,2.35967586422339,0
72510.1983674706,1.32994508519769,1
94058.9736661374,2.09384447149932,0
45559.3247259183,0.84523807419464,0
62533.6042046184,1.23721251264215,1
60423.5683828031,1.30715251108631,0
60583.2704246172,1.1530021648854,1
33144.9463874383,0.648717765696347,0
106038.49490682,2.31151101132855,0
102243.107679275,2.33186124218628,0
54295.241808027,0.966337624937296,1
48775.5948226334,0.840756950899959,0
84303.1891175435,1.81579439621419,0
31989.8752225698,0.546463037282228,1
94629.4714115349,1.93677936727181,0
99393.5660763946,1.8899825126864,0
113497.056189759,2.26567462785169,0
60879.9455050843,1.29141398891807,0
45511.957474031,0.91271513607353,0
100795.067323644,2.35952847730368,0
35446.8269039389,0.572396286576986,1
124629.39373942,2.44939919468015,0
79904.8264525957,1.60452714236453,0
78683.831107602,1.7913394484669,1
66247.1262244553,1.19720586435869,0
63789.7396875639,1.43352816067636,0
64785.2340663222,1.44230401422828,0
30049.1174980949,0.441188018023968,1
74695.2243169812,1.38026650017127,0
101229.871760953,2.05326071381569,0
103481.820812375,2.30990667082369,0
42988.8482080025,0.879866498056799,0
77437.9547306983,1.65492754504085,1
49736.9247388833,0.956527289934456,0
43965.906310307,0.908950789365917,0
57315.5618427742,1.10972726577893,0
97432.6522232608,2.22521444084123,0
92341.2558807214,1.98800806561485,0
82895.3229412805,1.81341748405248,0
68231.8185710096,1.27790263388306,0
48068.1594544144,0.878057500813156,0
46524.1476096553,0.919864064548165,0
32068.5073904749,0.604730426520109,1
108120.471045696,2.29639688134193,0
35147.7473770971,0.61480665858835,0
31571.6943737569,0.538249633274972,0
102932.590302786,2.20214455574751,0
111469.899331531,2.25991620915011,0
100128.207016863,1.95684282016009,0
57069.9189199798,1.02400152245536,0
93770.265605702,1.8944772593677,0
41645.1737987905,0.849549425765872,0
78220.4447006229,1.66228088131174,0
71772.6102334689,1.35193240549415,0
80337.1321127573,1.71691269613802,0
56589.4652957293,1.02154036099091,0
101588.748741558,2.27748338365927,0
49644.3534585042,1.07509817136452,0
35478.9693480881,0.593015719670802,0
71436.2228611982,1.3310679201968,0
53746.348124768,0.971832786221057,0
38870.8961024724,0.763532637618482,0
39586.0865964086,0.650724472943693,0
54659.3984306858,1.14617943717167,0
77049.9040696997,1.50636628689244,0
41015.5075496695,0.77877662004903,0
77146.9567342225,1.59805198013783,0
39088.9489506559,0.728750156704336,0
61255.2173158518,1.12119227508083,0
45804.9100544698,0.77705165091902,0
72319.4224907735,1.40183824440464,0
79633.5365251882,1.6356372484006,0
92843.1349031321,1.92137450212613,0
104596.858298631,2.07650212803856,0
107648.298390233,2.06529507739469,0
58291.4204508509,1.07206377983093,1
43478.3668250219,0.816587951034307,0
71690.0031962002,1.53252927027643,0
57228.515664034,1.18010923685506,0
115868.95828485,2.46031593810767,0
101848.08382813,2.16281290585175,0
49230.7055922328,0.846676102373749,0
56680.0373719488,1.02481159800664,0
39826.0289075041,0.687629451509565,0
99826.7974869605,2.02965556457639,0
57171.6011785092,1.09783871052787,0
98607.319318343,2.14589457586408,0
36985.216172256,0.709483250509948,0
102570.376581741,2.10924036987126,0
82196.2914869373,1.55627995217219,0
56098.860687198,1.12887367093936,0
105887.145115521,2.08564486866817,0
89863.0616803582,1.96149129383266,1
111606.970453448,2.25840019946918,0
86871.7840109394,1.7463123970665,0
38594.6631841664,0.730258469469845,0
51108.8713014418,0.887781704962254,1
62723.8749402739,1.22212254535407,0
70410.8889507251,1.4803306851536,1
31482.1460043761,0.522508850786835,0
57067.4709049241,1.02714739143848,1
100114.234537008,2.32279524300247,0
78550.0269939024,1.53658425342292,0
72151.1309833672,1.41164409602061,0
44792.2780446732,0.892308450769633,0
41484.5417767517,0.845960145350546,0
110900.657465289,2.38897957233712,0
57413.2260343524,1.03081775410101,0
114091.340282044,2.28311899537221,0
99107.953602936,1.91843458600342,1
62378.7418509599,1.33166211703792,0
82030.4385469994,1.69504192937165,0
77971.3472834582,1.80038376711309,0
115653.64189601,2.34297232562676,0
69764.6015922916,1.43354225344956,1
66875.422167101,1.32486956939101,0
98968.1651018597,2.33132676174864,0
63711.7003518788,1.22659062035382,0
88466.7253396436,1.92259232215583,1
96796.3321621626,1.88349291170016,0
66558.9054989744,1.47264402080327,0
78232.9415992057,1.51549194846302,0
94716.1831733149,2.19267876539379,0
36487.4702518693,0.603675054386258,0
102177.551093676,2.1220594830811,0
50286.6893730676,1.09250687947497,0
33776.1342672265,0.582014732528478,0
120733.096250326,2.44764775503427,0
70895.0783133348,1.48715040311217,1
63180.8546860773,1.37492832448334,0
59321.1014485272,1.26854081917554,0
74527.2855921889,1.47335991729051,0
34344.238828828,0.604754417669028,0
93070.3123972765,1.93283791095018,0
90406.7931597559,1.7059621619992,0
88167.6552792153,2.03441398497671,0
29353.8015431146,0.549592449329793,0
39711.0876838989,0.685785124544054,0
31013.0670346415,0.519950384739786,0
117000.776657822,2.42271796986461,0
83133.266384811,1.74024260789156,0
37838.1008373234,0.644441907759756,0
57106.5574655885,1.11452155970037,1
43369.431075322,0.851447782013565,0
119091.079120883,2.49120103241876,0
69696.9007907211,1.27926081903279,1
43874.6164985292,0.751801757141948,0
85725.8788368354,1.68925238065422,1
65228.2945259851,1.21961961593479,0
75214.4953555035,1.58458061106503,1
44352.9739238397,0.934680157341063,0
78813.4269263556,1.71912596561015,1
78044.4267084438,1.62094803899527,0
80582.0264349089,1.74126946739852,0
71083.7806084078,1.31056279363111,0
53981.7208388918,1.07061104476452,1
75927.6592003247,1.52205956429243,1
107472.054958926,2.104652303271,0
82558.5833717571,1.73557862872258,0
104774.331934699,2.18042739434168,0
94345.2023939905,1.97267051739618,0
90835.9543651254,1.97181064635515,0
99718.6852686234,2.30091799981892,0
76041.1514454391,1.5467671151273,0
53940.6756971077,1.068165788427,0
65579.7923712623,1.34225597186014,0
70390.1682008106,1.5689620571211,0
50712.306405197,0.917761998716742,0
67695.4415871965,1.24337984807789,0
38509.2031120946,0.653495232388377,1
111025.360489133,2.25758124655113,0
104569.500753515,2.22415762813762,0
40655.7826251463,0.815337004140019,0
68576.7995138281,1.332628890872,1
90795.5553260469,1.84670840986073,1
51200.9701776269,0.9499990651384,0
29975.1082073745,0.569292084313929,0
103477.673198838,2.16610720194876,0
79846.3863196677,1.5398744395934,0
82752.2541835771,1.86940771192312,1
40218.5776721858,0.747207133099437,0
46273.8965520115,0.916552604734898,1
80860.0503157626,1.8529107007198,0
60596.2708604128,1.12625996349379,0
91908.6952218291,1.82219572784379,0
65983.0617673521,1.42143956851214,0
123782.015674111,2.45118911797181,0
42967.8979050102,0.864429899025708,0
53849.6928591995,1.09678655071184,0
66461.4137376394,1.31261006277055,0
72682.8480020919,1.53558850008994,0
79434.6355948193,1.57104475004598,0
53358.7355217108,1.0957635704428,1
54345.2215791282,1.01058435440063,0
33530.7213646929,0.64471638482064,0
93039.3276982165,1.96755816414952,0
74882.5534757014,1.68134406534955,0
94616.4158654807,1.8738242611289,0
81498.2624744102,1.79717787057161,1
62904.2647859144,1.22096371538937,1
110236.081095398,2.24034307897091,0
96074.3947434568,2.11145125888288,0
30232.0862869094,0.50435773935169,0
58947.287500381,1.09101743251085,1
100085.190126954,2.2625836469233,0
45212.1314662943,0.895630391780287,0
114614.836955836,2.46181421307847,0
51786.9026272988,0.992380077950656,0
119516.803734082,2.39334833296016,0
71331.2740693424,1.57245273143053,0
52581.3948127381,0.949383543804288,1
62729.9850328822,1.38722090236843,1
107289.504264476,2.35552704986185,0
41936.928717976,0.851124375592917,0
44350.2030813508,0.928709151688963,0
77397.1590913501,1.73614628473297,0
115684.296386065,2.41050170361996,0
95149.4405763473,2.03348193364218,0
45302.3018182705,0.909817757550627,0
46880.7400835046,0.865002114325762,0
61893.8683563646,1.31974828243256,1
48804.3310644216,0.832514887675643,1
45420.3118837435,0.776137240231037,0
85965.7178493339,1.94551956187934,0
88546.6040639187,1.70295518934727,1
102038.271322392,2.26130897086114,0
28343.1046181978,0.513395897112787,0
71131.3020451989,1.29818634428084,1
42674.3668848278,0.796063826978207,1
55687.0233875752,0.978432756382972,0
55997.0210627167,1.04807178350165,0
83969.2637546792,1.73947534430772,0
98588.3474585201,1.93326610280201,0
97048.7192439785,1.85023936582729,0
29610.1278573891,0.506434633396566,0
54844.5445106791,1.07119210483506,0
50237.1915463911,0.946523927152157,1
109479.848979903,2.31166133284569,0
108593.682521337,2.39784002862871,0
26601.2405772524,0.452518659085035,1
91994.1866514157,2.09478797530755,0
45328.4324682736,0.842488558962941,0
49189.6833994604,1.04175704978406,1
91131.6591512771,1.84063234413043,0
48428.2902425957,0.959343752637506,1
32804.5677452211,0.602019565645605,0
75407.2137331452,1.55421739537269,0
113737.575309672,2.31935910647735,0
57238.0479728828,1.10356804542243,1
84066.2602427077,1.62794149667025,1
35170.9551403232,0.561780626326799,1
76336.723829136,1.6592887439765,0
88393.8023221396,1.72138283401728,1
29636.8651087343,0.519577039405704,0
110086.469065573,2.29518974805251,0
56017.4389926481,1.07668074499816,0
80833.2131412728,1.76924506109208,0
49158.7732707364,1.03469418268651,0
73284.646189337,1.41559745883569,0
112842.558727249,2.40163561142981,0
50971.1287337328,1.06050355127081,0
30060.1729964594,0.507370543200523,0
64039.714451787,1.35015344880521,1
69332.0073596765,1.37203637510538,1
79430.56803237,1.65726602859795,1
95323.544307206,1.81295310854912,1
79110.9703602348,1.800300817471,0
83207.5501098035,1.81197316534817,1
57396.6664767711,1.10412200028077,0
62873.2154905534,1.33034751191735,1
111125.423202282,2.43474016292021,0
79642.0661835483,1.55300678405911,0
64484.3935651971,1.43266206560656,0
84751.181361781,1.73134155459702,1
103979.493977081,2.39313661679626,0
90578.0350157021,1.9131665956229,1
74763.4960094403,1.43290485627949,0
79065.7951742652,1.79703586082906,0
118126.985783942,2.38743487698957,0
60509.0610922537,1.08678731601685,0
