"salary","domvio","counsel"
43759.5551739541,0.844831151422113,0
60263.4247086557,1.17940275510773,0
78633.8938249154,1.54531184444204,0
77542.6627384414,1.54828515695408,0
46634.2897246482,0.843678037077189,1
54279.5423183096,1.04705897644162,1
29285.7374850889,0.544692377559841,0
35926.6742746859,0.628083845134825,0
37209.4313498839,0.705043978523463,0
104598.221195692,2.21956387395039,0
28239.0455990593,0.525000976398587,0
88530.8577763512,1.88627047371119,0
69452.0347173689,1.36117325490341,0
88957.5125523945,1.91274613793939,0
87707.2605015794,1.8648797259666,0
59811.1023339707,1.16756330942735,0
44932.1623093156,0.859795793890953,0
40489.4404421467,0.671725416090339,0
55496.7080423024,1.00584170501679,0
62108.1328322628,1.40802128240466,0
109526.200964581,2.45647860597819,0
110950.587955209,2.34064916148782,0
31736.2025018413,0.582068311050534,1
31790.6740408608,0.593392236158252,0
80816.7839829657,1.62777225906029,0
87552.6005554399,1.97564893774688,0
72556.195541601,1.51913304114714,0
42592.7835940444,0.824244231916964,0
96171.256226062,2.23743844870478,0
55334.9138965942,1.10910232458264,0
98950.0036348366,2.20338863367215,0
72270.7201236813,1.58626680867746,0
48940.5573433232,0.964441164396703,0
107248.955721785,2.40991378575563,0
68954.323848143,1.46102514769882,0
99581.3542774191,2.09426105581224,0
65122.6355513333,1.36557400152087,1
38569.1747322855,0.656183336861432,0
122333.631966536,2.49889113940299,0
31676.2287726634,0.505471396725625,0
49708.4290374791,0.981612661853433,0
95411.1885323087,2.16029024543241,0
59628.776532977,1.27916672220454,0
59859.2140975515,1.34296329598874,0
47343.0793873931,0.840347082912922,1
37025.288720758,0.599730947054923,0
101521.678690331,2.05354953976348,0
25510.0345604098,0.426796178519726,1
75577.8103946746,1.69528340501711,0
60355.1906310013,1.28611048869789,0
44389.8330776833,0.751132217701524,0
87441.4206859545,1.92732569994405,0
102525.752853986,2.33193010045215,0
87795.8342935982,1.87876989739016,0
49199.4911024929,1.00704308971763,0
91508.1078502364,2.05586925754324,0
90888.8746171221,2.14399726968259,0
70094.6089961523,1.53011495620012,0
80923.9976369963,1.67242832761258,0
87881.7732761712,2.04448010213673,0
76312.8057977416,1.49601995125413,1
58156.0789522042,1.18992106849328,0
42215.4146174243,0.812139132991433,0
102091.311904861,2.37243834929541,0
34001.3273229192,0.523756106942892,1
55728.6894428203,1.17444811761379,0
51239.3071143376,1.10473555885255,0
92755.0711753471,2.01000926690176,0
41524.1997844891,0.727178315166384,0
37721.2336663933,0.679545461386442,1
94257.5967587809,1.98411527602002,0
82090.1576180936,1.74479970661923,0
74235.0136536787,1.40544884651899,1
43972.9914713735,0.880359265487641,0
47129.7780522433,0.939820063300431,0
91255.9099852241,1.9699190040119,0
89367.6132380511,1.8189434511587,0
76330.0882630886,1.54533921182156,1
60934.2936670082,1.27902559377253,0
86485.3886021121,1.66161852749065,0
72925.0549722212,1.5509676435031,0
86963.9148757722,1.74039008654654,0
63101.4549893684,1.23460286483169,0
63144.2890588409,1.28002730198205,0
73491.6152821459,1.51990179717541,1
59428.1672455838,1.15326571185142,0
62874.8421343275,1.34435274079442,0
72299.5359817703,1.61156889684498,1
43703.0182958287,0.730586494319141,0
